0-110,4143666,desayunador,muebles,863407,27/01/2017
0-111,4783179,desayunador,muebles,696693,28/01/2017
0-112,5802115,desayunador,muebles,79470,29/01/2017
0-113,1655269,desayunador,muebles,418605,30/01/2017
0-114,7561990,desayunador,muebles,565764,31/01/2017
0-115,3741338,desayunador,muebles,147430,01/02/2017
0-116,4183530,desayunador,muebles,102041,02/02/2017
0-117,6668380,desayunador,muebles,19439,03/02/2017
0-118,2887556,desayunador,muebles,524617,04/02/2017
0-119,8103826,desayunador,muebles,837445,05/02/2017
0-120,3416989,desayunador,muebles,445730,06/02/2017
0-121,5478225,desayunador,muebles,38889,07/02/2017
0-122,6610450,desayunador,muebles,216421,08/02/2017
0-123,1373435,desayunador,muebles,498319,09/02/2017
0-124,2352828,desayunador,muebles,394552,10/02/2017
0-125,5670748,desayunador,muebles,737758,11/02/2017
0-126,3298118,desayunador,muebles,457546,12/02/2017
0-127,3024752,desayunador,muebles,409651,13/02/2017
0-128,5068486,desayunador,muebles,444289,14/02/2017
0-129,7343896,desayunador,muebles,962863,15/02/2017
0-130,3049343,desayunador,muebles,341684,16/02/2017
0-131,5426588,desayunador,muebles,451616,17/02/2017
0-132,8870614,desayunador,muebles,117138,18/02/2017
0-133,2753428,desayunador,muebles,893598,19/02/2017
0-134,6920717,desayunador,muebles,471090,20/02/2017
0-135,1887593,desayunador,muebles,722693,21/02/2017
0-136,2133768,desayunador,muebles,935286,22/02/2017
0-137,4017007,desayunador,muebles,870048,23/02/2017
0-138,4846389,desayunador,muebles,472199,24/02/2017
0-139,3499194,desayunador,muebles,809216,25/02/2017
0-140,5515448,desayunador,muebles,436560,26/02/2017
0-141,7561188,desayunador,muebles,394785,27/02/2017
0-142,6846660,desayunador,muebles,662157,28/02/2017
0-143,5867392,desayunador,muebles,992997,01/03/2017
0-144,3654117,desayunador,muebles,339017,02/03/2017
0-145,6765495,desayunador,muebles,378551,03/03/2017
0-146,5423688,desayunador,muebles,104078,04/03/2017
0-147,2347299,desayunador,muebles,506922,05/03/2017
0-148,4629692,desayunador,muebles,494102,06/03/2017
0-149,7759058,desayunador,muebles,190531,07/03/2017
0-150,3127494,desayunador,muebles,980904,08/03/2017
0-151,6398820,desayunador,muebles,72536,09/03/2017
0-152,3766377,desayunador,muebles,16393,10/03/2017
0-153,1399311,desayunador,muebles,134635,11/03/2017
0-154,8280144,desayunador,muebles,193599,12/03/2017
0-155,8332298,desayunador,muebles,883415,13/03/2017
0-156,6827465,desayunador,muebles,17448,14/03/2017
0-157,7442491,desayunador,muebles,150179,15/03/2017
0-158,1458930,desayunador,muebles,169927,16/03/2017
0-159,6873147,desayunador,muebles,505657,17/03/2017
0-160,3409316,desayunador,muebles,239704,18/03/2017
0-161,1455947,desayunador,muebles,293799,19/03/2017
0-162,3609415,comoda,muebles,890477,20/03/2017
0-163,4102307,comoda,muebles,647834,21/03/2017
0-164,4747102,comoda,muebles,72769,22/03/2017
0-165,5924437,comoda,muebles,509973,23/03/2017
0-166,4399926,comoda,muebles,647808,24/03/2017
0-167,6658073,comoda,muebles,690187,25/03/2017
0-168,2264926,comoda,muebles,397510,26/03/2017
0-169,4572040,comoda,muebles,209393,27/03/2017
0-170,8133215,comoda,muebles,772934,28/03/2017
0-171,3681584,comoda,muebles,748957,29/03/2017
0-172,6082226,comoda,muebles,216107,30/03/2017
0-173,8329964,comoda,muebles,556642,31/03/2017
0-174,3957389,comoda,muebles,769462,01/04/2017
0-175,2662085,comoda,muebles,464133,02/04/2017
0-176,1401752,comoda,muebles,495918,03/04/2017
0-177,8504635,comoda,muebles,344417,04/04/2017
0-178,8836528,comoda,muebles,39740,05/04/2017
0-179,3586204,comoda,muebles,390380,06/04/2017
0-180,6794837,comoda,muebles,276449,07/04/2017
0-181,1421008,comoda,muebles,857673,08/04/2017
0-182,8093934,audifonos,electronica,83365,09/04/2017
0-183,5250016,audifonos,electronica,306376,10/04/2017
0-184,7915036,audifonos,electronica,178266,11/04/2017
0-185,3928025,audifonos,electronica,3349,12/04/2017
0-186,6663968,audifonos,electronica,321550,13/04/2017
0-187,2857683,audifonos,electronica,582859,14/04/2017
0-188,8019989,audifonos,electronica,194697,15/04/2017
0-189,1565107,audifonos,electronica,182018,16/04/2017
0-190,2594666,audifonos,electronica,268298,17/04/2017
0-191,8503336,audifonos,electronica,530614,18/04/2017
0-192,6546279,audifonos,electronica,502097,19/04/2017
0-193,6304572,audifonos,electronica,455086,20/04/2017
0-194,5312877,audifonos,electronica,914975,21/04/2017
0-195,2062061,pc,electronica,147057,22/04/2017
0-196,2482716,pc,electronica,404096,23/04/2017
0-197,2905894,pc,electronica,127722,24/04/2017
0-198,4784140,pc,electronica,856685,25/04/2017
0-199,1686176,pc,electronica,983829,26/04/2017
0-200,6953330,pc,electronica,539328,27/04/2017
0-201,7050516,pc,electronica,775232,28/04/2017
0-202,5530993,pc,electronica,629226,29/04/2017
0-203,6743873,pc,electronica,95629,30/04/2017
0-204,7427288,pc,electronica,224301,01/05/2017
0-205,6366935,pc,electronica,689953,02/05/2017
0-206,3495168,pc,electronica,270072,03/05/2017
0-207,3844906,pc,electronica,57366,04/05/2017
0-208,1699636,pc,electronica,166935,05/05/2017
0-209,1528226,pc,electronica,641205,06/05/2017
0-210,5771767,pc,electronica,278269,07/05/2017
0-211,7566694,pc,electronica,969497,08/05/2017
0-212,7904891,pc,electronica,131781,09/05/2017
0-213,1527243,pc,electronica,29338,10/05/2017
0-214,4078158,pc,electronica,841136,11/05/2017
0-215,2231604,pc,electronica,393534,12/05/2017
0-216,5343541,pc,electronica,803424,13/05/2017
0-217,3565780,pc,electronica,320887,14/05/2017
0-218,6041327,pc,electronica,28531,15/05/2017
0-219,3604094,pc,electronica,901299,16/05/2017
0-220,8134787,pc,electronica,189965,17/05/2017
0-221,2356890,pc,electronica,658906,18/05/2017
0-222,4065720,pc,electronica,731818,19/05/2017
0-223,6074185,pc,electronica,267436,20/05/2017
0-224,6591352,pc,electronica,611099,21/05/2017
0-225,1406567,pc,electronica,75075,22/05/2017
0-226,6102390,pc,electronica,168690,23/05/2017
0-227,1185623,pc,electronica,14470,24/05/2017
0-228,2709497,pc,electronica,988108,25/05/2017
0-229,2338270,pc,electronica,382860,26/05/2017
0-230,5041580,pc,electronica,608290,27/05/2017
0-231,8325554,tablet,electronica,845353,28/05/2017
0-232,5240781,tablet,electronica,862925,29/05/2017
0-233,7975142,tablet,electronica,817479,30/05/2017
0-234,8376358,tablet,electronica,992167,31/05/2017
0-235,1480047,tablet,electronica,56698,01/06/2017
0-236,4693894,tablet,electronica,391466,02/06/2017
0-237,1302106,tablet,electronica,92067,03/06/2017
0-238,1584207,tablet,electronica,871742,04/06/2017
0-239,2686271,tablet,electronica,663647,05/06/2017
0-240,7613310,tablet,electronica,795813,06/06/2017
0-241,4493926,tablet,electronica,518081,07/06/2017
0-242,3532142,tablet,electronica,779674,08/06/2017
0-243,1294703,tablet,electronica,916715,09/06/2017
0-244,2762149,tablet,electronica,322690,10/06/2017
0-245,4799998,tablet,electronica,722595,11/06/2017
0-246,6630998,tablet,electronica,277880,12/06/2017
0-247,5810711,tablet,electronica,608954,13/06/2017
0-248,1774519,tablet,electronica,856581,14/06/2017
0-249,4971931,nike,zapatos,652320,15/06/2017
0-250,3196831,nike,zapatos,792658,16/06/2017
0-251,3301087,nike,zapatos,119661,17/06/2017
0-252,8716798,nike,zapatos,254160,18/06/2017
0-253,7342777,nike,zapatos,257961,19/06/2017
0-254,6463128,nike,zapatos,78615,20/06/2017
0-255,7459925,nike,zapatos,817758,21/06/2017
0-256,6140943,nike,zapatos,418322,22/06/2017
0-257,7583392,nike,zapatos,414044,23/06/2017
0-258,1397819,nike,zapatos,824101,24/06/2017
0-259,4268158,nike,zapatos,143024,25/06/2017
0-260,2272771,nike,zapatos,795914,26/06/2017
0-261,1203830,nike,zapatos,545807,27/06/2017
0-262,2794537,nike,zapatos,894759,28/06/2017
0-263,3353963,nike,zapatos,999016,29/06/2017
0-264,3134278,nike,zapatos,32625,30/06/2017
0-265,7483761,nike,zapatos,616692,01/07/2017
0-266,1260651,nike,zapatos,868351,02/07/2017
0-267,6884322,nike,zapatos,532113,03/07/2017
0-268,8798976,nike,zapatos,413310,04/07/2017
0-269,3117840,nike,zapatos,130395,05/07/2017
0-270,1214889,adidas,zapatos,851597,06/07/2017
0-271,8758474,adidas,zapatos,594455,07/07/2017
0-272,4996109,adidas,zapatos,802311,08/07/2017
0-273,4235973,adidas,zapatos,401802,09/07/2017
0-274,6466588,adidas,zapatos,352055,10/07/2017
0-275,2625456,adidas,zapatos,464417,11/07/2017
0-276,7505674,adidas,zapatos,627833,12/07/2017
0-277,3627819,adidas,zapatos,562166,13/07/2017
0-278,3027294,adidas,zapatos,542792,14/07/2017
0-279,1842731,adidas,zapatos,924812,15/07/2017
0-280,2966848,adidas,zapatos,449422,16/07/2017
0-281,7264983,adidas,zapatos,921829,17/07/2017
0-282,3481154,adidas,zapatos,601462,18/07/2017
0-283,5765932,adidas,zapatos,159589,19/07/2017
0-284,6078218,newBalance,zapatos,140637,20/07/2017
0-285,5374854,newBalance,zapatos,227311,21/07/2017
0-286,2480594,newBalance,zapatos,281148,22/07/2017
0-287,4469317,newBalance,zapatos,393228,23/07/2017
0-288,4273567,newBalance,zapatos,139195,24/07/2017
0-289,2887448,newBalance,zapatos,442802,25/07/2017
0-290,7753858,newBalance,zapatos,77686,26/07/2017
0-291,3355902,newBalance,zapatos,653286,27/07/2017
0-292,8236202,newBalance,zapatos,482568,28/07/2017
0-293,2838868,newBalance,zapatos,467580,29/07/2017
0-294,2085937,newBalance,zapatos,145087,30/07/2017
0-295,6761142,newBalance,zapatos,240375,31/07/2017
0-296,6085820,newBalance,zapatos,386624,01/08/2017
0-297,7632545,newBalance,zapatos,293631,02/08/2017
0-298,6717766,newBalance,zapatos,738668,03/08/2017
0-299,6730974,newBalance,zapatos,881695,04/08/2017
0-300,8004628,newBalance,zapatos,674383,05/08/2017
0-301,6676536,newBalance,zapatos,890723,06/08/2017
0-302,1763712,newBalance,zapatos,657530,07/08/2017
0-303,5026794,newBalance,zapatos,764560,08/08/2017
0-304,6193095,newBalance,zapatos,833012,09/08/2017
0-305,2780462,newBalance,zapatos,438865,10/08/2017
0-306,6158985,newBalance,zapatos,536770,11/08/2017
0-307,2163241,newBalance,zapatos,748841,12/08/2017
0-308,3364202,newBalance,zapatos,605167,13/08/2017
0-309,8049517,newBalance,zapatos,276937,14/08/2017
0-310,2962946,newBalance,zapatos,227653,15/08/2017
0-311,1173705,newBalance,zapatos,818571,16/08/2017
0-312,6526493,newBalance,zapatos,947650,17/08/2017
0-313,1279557,newBalance,zapatos,388039,18/08/2017
0-314,3837597,newBalance,zapatos,101611,19/08/2017
0-315,1200279,newBalance,zapatos,123702,20/08/2017
0-316,7636006,newBalance,zapatos,301824,21/08/2017
0-317,5696311,newBalance,zapatos,406852,22/08/2017
0-318,2126218,newBalance,zapatos,400278,23/08/2017
0-319,2698540,newBalance,zapatos,668923,24/08/2017
0-320,4184407,newBalance,zapatos,123519,25/08/2017
0-321,2601453,newBalance,zapatos,248053,26/08/2017
0-322,4742385,newBalance,zapatos,822763,27/08/2017
0-323,5121860,newBalance,zapatos,721611,28/08/2017
0-324,1691494,newBalance,zapatos,35630,29/08/2017
0-325,5991451,newBalance,zapatos,892250,30/08/2017
0-326,8179681,newBalance,zapatos,529973,31/08/2017
0-327,1149077,newBalance,zapatos,310748,01/09/2017
0-328,2337755,newBalance,zapatos,24681,02/09/2017
0-329,4611286,newBalance,zapatos,692332,03/09/2017
0-330,8215107,newBalance,zapatos,871182,04/09/2017
0-331,4808517,newBalance,zapatos,881596,05/09/2017
0-332,7118352,newBalance,zapatos,461197,06/09/2017
0-333,7846590,newBalance,zapatos,710521,07/09/2017
0-334,1056811,newBalance,zapatos,791158,08/09/2017
0-335,2157429,newBalance,zapatos,7291,09/09/2017
0-336,3756764,newBalance,zapatos,512244,10/09/2017
0-337,6704169,newBalance,zapatos,832453,11/09/2017
0-338,1166852,newBalance,zapatos,459711,12/09/2017
0-339,7746921,newBalance,zapatos,66764,13/09/2017
0-340,7319307,newBalance,zapatos,646277,14/09/2017
0-341,3706898,newBalance,zapatos,331591,15/09/2017
0-342,6144931,newBalance,zapatos,639657,16/09/2017
0-343,7314357,newBalance,zapatos,579872,17/09/2017
0-344,2340154,newBalance,zapatos,345563,18/09/2017
0-345,3286910,newBalance,zapatos,609405,19/09/2017
0-346,8337503,newBalance,zapatos,417853,20/09/2017
0-347,5214853,newBalance,zapatos,747868,21/09/2017
0-348,5960961,newBalance,zapatos,103848,22/09/2017
0-349,3478740,newBalance,zapatos,627991,23/09/2017
0-350,2247512,newBalance,zapatos,285486,24/09/2017
0-351,1345119,newBalance,zapatos,692428,25/09/2017
0-352,8539960,newBalance,zapatos,902543,26/09/2017
0-353,2941457,newBalance,zapatos,367004,27/09/2017
0-354,2620231,newBalance,zapatos,808918,28/09/2017
0-355,8219575,newBalance,zapatos,639824,29/09/2017
0-356,1544443,newBalance,zapatos,791816,30/09/2017
0-357,2175077,newBalance,zapatos,23302,01/10/2017
0-358,1096358,newBalance,zapatos,959653,02/10/2017
0-359,6955193,newBalance,zapatos,144535,03/10/2017
0-360,1193005,newBalance,zapatos,713906,04/10/2017
0-361,4430863,newBalance,zapatos,979466,05/10/2017
0-362,6202795,newBalance,zapatos,529364,06/10/2017
0-363,1200360,newBalance,zapatos,761898,07/10/2017
0-364,5858604,newBalance,zapatos,259454,08/10/2017
0-365,3636460,newBalance,zapatos,186992,09/10/2017
0-366,7981353,newBalance,zapatos,108888,10/10/2017
0-367,2607208,newBalance,zapatos,756136,11/10/2017
0-368,3687659,newBalance,zapatos,234183,12/10/2017
0-369,8491909,newBalance,zapatos,37004,13/10/2017
0-370,1707318,newBalance,zapatos,126736,14/10/2017
0-371,2352467,newBalance,zapatos,1711,15/10/2017
0-372,3280133,newBalance,zapatos,493239,16/10/2017
0-373,8781155,newBalance,zapatos,732253,17/10/2017
0-374,5891408,newBalance,zapatos,984626,18/10/2017
0-375,1816237,newBalance,zapatos,131101,19/10/2017
0-376,2692501,newBalance,zapatos,964532,20/10/2017
0-377,8055758,newBalance,zapatos,270922,21/10/2017
0-378,7812133,newBalance,zapatos,568632,22/10/2017
0-379,8690516,newBalance,zapatos,15002,23/10/2017
0-380,3783007,newBalance,zapatos,460797,24/10/2017
0-381,8999954,newBalance,zapatos,902361,25/10/2017
0-382,1605519,newBalance,zapatos,449747,26/10/2017
0-383,8858291,newBalance,zapatos,488716,27/10/2017
0-384,2008815,newBalance,zapatos,547182,28/10/2017
0-385,4024423,newBalance,zapatos,724626,29/10/2017
0-386,3596081,newBalance,zapatos,710663,30/10/2017
0-387,2051223,newBalance,zapatos,159509,31/10/2017
0-388,4914307,newBalance,zapatos,559417,01/11/2017
0-389,2137866,newBalance,zapatos,15002,02/11/2017
0-390,7830294,newBalance,zapatos,270211,03/11/2017
0-391,6426200,newBalance,zapatos,264847,04/11/2017
0-392,6573424,newBalance,zapatos,648265,05/11/2017
0-393,5476780,newBalance,zapatos,750790,06/11/2017
0-394,1041985,newBalance,zapatos,310146,07/11/2017
0-395,2597259,newBalance,zapatos,496102,08/11/2017
0-396,2795511,newBalance,zapatos,87162,09/11/2017
0-397,8118521,newBalance,zapatos,462104,10/11/2017
0-398,1242049,newBalance,zapatos,454687,11/11/2017
0-399,5523709,newBalance,zapatos,496177,12/11/2017
0-400,5232140,newBalance,zapatos,447376,13/11/2017
0-401,4952473,newBalance,zapatos,709711,14/11/2017
0-402,8066434,newBalance,zapatos,496617,15/11/2017
0-403,3952715,newBalance,zapatos,85099,16/11/2017
0-404,5357684,newBalance,zapatos,615176,17/11/2017
0-405,4098279,newBalance,zapatos,569572,18/11/2017
0-406,5186137,newBalance,zapatos,976235,19/11/2017
0-407,7291958,newBalance,zapatos,540343,20/11/2017
0-408,1001523,newBalance,zapatos,615813,21/11/2017
0-409,1666595,newBalance,zapatos,994042,22/11/2017
0-410,5587674,doche,joyas,90638,23/11/2017
0-411,6469026,doche,joyas,6599,24/11/2017
0-412,5757574,doche,joyas,534768,25/11/2017
0-413,8874517,doche,joyas,898489,26/11/2017
0-414,4256347,doche,joyas,957929,27/11/2017
0-415,6132741,doche,joyas,995225,28/11/2017
0-416,8175551,doche,joyas,950272,29/11/2017
0-417,7504207,doche,joyas,97635,30/11/2017
0-418,2256196,doche,joyas,131355,01/12/2017
0-419,5252636,doche,joyas,536407,02/12/2017
0-420,5407994,doche,joyas,185427,03/12/2017
0-421,5367390,doche,joyas,253662,04/12/2017
0-422,5235699,doche,joyas,618476,05/12/2017
0-423,5657188,doche,joyas,392357,06/12/2017
0-424,8716594,doche,joyas,580334,07/12/2017
0-425,3753947,doche,joyas,646545,08/12/2017
0-426,2284534,doche,joyas,280964,09/12/2017
0-427,5060169,doche,joyas,450735,10/12/2017
0-428,2059746,doche,joyas,567141,11/12/2017
0-429,6450833,doche,joyas,305715,12/12/2017
0-430,4147949,doche,joyas,907041,13/12/2017
0-431,8768478,doche,joyas,323393,14/12/2017
0-432,6604940,wix,joyas,658330,15/12/2017
0-433,6765237,wix,joyas,337826,16/12/2017
0-434,4450317,wix,joyas,106236,17/12/2017
0-435,2812056,wix,joyas,6829,18/12/2017
0-436,5199851,wix,joyas,914653,19/12/2017
0-437,4539295,wix,joyas,88607,20/12/2017
0-438,3016961,wix,joyas,605115,21/12/2017
0-439,6233455,wix,joyas,63716,22/12/2017
0-440,7163582,wix,joyas,438177,23/12/2017
0-441,8730223,wix,joyas,855785,24/12/2017
0-442,6296070,wix,joyas,930994,25/12/2017
0-443,2676591,wix,joyas,568584,26/12/2017
0-444,2466529,wix,joyas,292586,27/12/2017
0-445,7947022,wix,joyas,743291,28/12/2017
0-446,8198514,wix,joyas,609117,29/12/2017
0-447,1473100,wix,joyas,728882,30/12/2017
0-448,4201785,wix,joyas,801228,31/12/2017
0-449,1118252,wix,joyas,615975,01/01/2018
0-450,3898039,wix,joyas,727163,02/01/2018
0-451,1037644,wix,joyas,708703,03/01/2018
0-452,6630248,wix,joyas,367555,04/01/2018
0-453,5133239,wix,joyas,948784,05/01/2018
0-454,1642277,wix,joyas,721232,06/01/2018
0-455,2159538,wix,joyas,568553,07/01/2018
0-456,4244603,wix,joyas,679321,08/01/2018
0-457,7794156,wix,joyas,948139,09/01/2018
0-458,3698134,wix,joyas,575741,10/01/2018
0-459,4387584,wix,joyas,903889,11/01/2018
0-460,8915823,wix,joyas,131413,12/01/2018
0-461,6716498,wix,joyas,875494,13/01/2018
0-462,3446166,wix,joyas,917473,14/01/2018
0-463,6738760,wix,joyas,439880,15/01/2018
0-464,1283409,wix,joyas,50104,16/01/2018
0-465,6675907,wix,joyas,464553,17/01/2018
0-466,4740004,wix,joyas,197674,18/01/2018
0-467,4706665,wix,joyas,746088,19/01/2018
0-468,8477292,wix,joyas,366003,20/01/2018
0-469,3094863,wix,joyas,421025,21/01/2018
0-470,4423891,aux,joyas,606502,22/01/2018
0-471,5656624,aux,joyas,619043,23/01/2018
0-472,1486368,aux,joyas,430886,24/01/2018
0-473,4743051,aux,joyas,234204,25/01/2018
0-474,8961695,aux,joyas,550692,26/01/2018
0-475,3459455,aux,joyas,556194,27/01/2018
0-476,6758817,aux,joyas,532736,28/01/2018
0-477,4423242,aux,joyas,480086,29/01/2018
0-478,1272230,aux,joyas,768037,30/01/2018
0-479,3047644,aux,joyas,11929,31/01/2018
0-480,5102980,aux,joyas,590247,01/02/2018
0-481,4368311,aux,joyas,75018,02/02/2018
0-482,4794660,aux,joyas,774280,03/02/2018
0-483,6524686,aux,joyas,925983,04/02/2018
0-484,2327286,aux,joyas,466026,05/02/2018
0-485,5850683,aux,joyas,44671,06/02/2018
0-486,8139215,aux,joyas,522504,07/02/2018
0-487,4503858,aux,joyas,371476,08/02/2018
0-488,2763058,aux,joyas,339740,09/02/2018
0-489,2288508,aux,joyas,175213,10/02/2018
0-490,3497543,aux,joyas,674743,11/02/2018
0-491,7788120,aux,joyas,746514,12/02/2018
0-492,8884443,aux,joyas,179856,13/02/2018
0-493,5776768,aux,joyas,755776,14/02/2018
0-494,3048050,aux,joyas,996119,15/02/2018
0-495,4589536,aux,joyas,524446,16/02/2018
0-496,4719768,aux,joyas,93102,17/02/2018
0-497,3818963,aux,joyas,80224,18/02/2018
0-498,1648629,aux,joyas,59217,19/02/2018
0-499,3942333,aux,joyas,560899,20/02/2018
0-500,8111932,aux,joyas,147257,21/02/2018
0-501,6570565,aux,joyas,834433,22/02/2018
0-502,1764891,aux,joyas,793874,23/02/2018
0-503,3106020,aux,joyas,280574,24/02/2018
0-504,4251618,aux,joyas,812913,25/02/2018
0-505,3963388,aux,joyas,338586,26/02/2018
0-506,6177083,aux,joyas,409899,27/02/2018
0-507,6018035,aux,joyas,387623,28/02/2018
0-508,8398633,aux,joyas,148072,01/03/2018
0-509,4524584,aux,joyas,763621,02/03/2018
0-510,1250887,aux,joyas,108137,03/03/2018
0-511,1478079,aux,joyas,232097,04/03/2018
0-512,1592737,aux,joyas,700162,05/03/2018
0-513,4969783,aux,joyas,998343,06/03/2018
0-514,4478797,aux,joyas,968906,07/03/2018
0-515,8456587,aux,joyas,473444,08/03/2018
0-516,7809248,aux,joyas,444448,09/03/2018
0-517,1027234,aux,joyas,308947,10/03/2018
0-518,6845996,aux,joyas,772856,11/03/2018
0-519,8267851,aux,joyas,116895,12/03/2018
0-520,8905735,aux,joyas,102858,13/03/2018
0-521,4682865,aux,joyas,908765,14/03/2018
0-522,7343909,aux,joyas,107258,15/03/2018
0-523,8961497,aux,joyas,403661,16/03/2018
0-524,1560209,aux,joyas,765022,17/03/2018
0-525,3054154,aux,joyas,477747,18/03/2018
0-526,8765945,farx,farmacia,527461,19/03/2018
